Tissue-Name,Frequency[Hz],Conductivity[S/m],Relative-Permittivity,Loss-Tangent,Wavelength[m],Penetration-Depth[m],
BoneCortical      ,   2.5000e+8,   7.8401e-2,   1.3651e+1,   4.1296e-1,   3.1812e-1,   2.5525e-1,
BoneCortical      ,   2.6000e+8,   7.9254e-2,   1.3603e+1,   4.0281e-1,   3.0670e-1,   2.5183e-1,
BoneCortical      ,   2.7000e+8,   8.0106e-2,   1.3558e+1,   3.9335e-1,   2.9608e-1,   2.4853e-1,
BoneCortical      ,   2.8000e+8,   8.0957e-2,   1.3516e+1,   3.8453e-1,   2.8617e-1,   2.4534e-1,
BoneCortical      ,   2.9000e+8,   8.1809e-2,   1.3476e+1,   3.7628e-1,   2.7690e-1,   2.4226e-1,
BoneCortical      ,   3.0000e+8,   8.2662e-2,   1.3439e+1,   3.6855e-1,   2.6822e-1,   2.3927e-1,
BoneCortical      ,   3.1000e+8,   8.3516e-2,   1.3403e+1,   3.6130e-1,   2.6007e-1,   2.3637e-1,
BoneCortical      ,   3.2000e+8,   8.4372e-2,   1.3370e+1,   3.5450e-1,   2.5240e-1,   2.3355e-1,
BoneCortical      ,   3.3000e+8,   8.5230e-2,   1.3337e+1,   3.4809e-1,   2.4517e-1,   2.3080e-1,
BoneCortical      ,   3.4000e+8,   8.6092e-2,   1.3307e+1,   3.4205e-1,   2.3835e-1,   2.2811e-1,
BoneCortical      ,   3.5000e+8,   8.6956e-2,   1.3277e+1,   3.3636e-1,   2.3190e-1,   2.2550e-1,
BoneCortical      ,   3.6000e+8,   8.7824e-2,   1.3249e+1,   3.3098e-1,   2.2579e-1,   2.2294e-1,
BoneCortical      ,   3.7000e+8,   8.8696e-2,   1.3222e+1,   3.2590e-1,   2.2000e-1,   2.2044e-1,
BoneCortical      ,   3.8000e+8,   8.9571e-2,   1.3196e+1,   3.2108e-1,   2.1450e-1,   2.1799e-1,
BoneCortical      ,   3.9000e+8,   9.0452e-2,   1.3171e+1,   3.1652e-1,   2.0927e-1,   2.1559e-1,
BoneCortical      ,   4.0000e+8,   9.1336e-2,   1.3147e+1,   3.1220e-1,   2.0428e-1,   2.1324e-1,
BoneCortical      ,   4.1000e+8,   9.2226e-2,   1.3124e+1,   3.0809e-1,   1.9954e-1,   2.1094e-1,
BoneCortical      ,   4.2000e+8,   9.3120e-2,   1.3102e+1,   3.0419e-1,   1.9501e-1,   2.0867e-1,
BoneCortical      ,   4.3000e+8,   9.4019e-2,   1.3080e+1,   3.0048e-1,   1.9068e-1,   2.0645e-1,
BoneCortical      ,   4.4000e+8,   9.4924e-2,   1.3059e+1,   2.9695e-1,   1.8654e-1,   2.0427e-1,
BoneCortical      ,   4.5000e+8,   9.5834e-2,   1.3039e+1,   2.9360e-1,   1.8258e-1,   2.0213e-1,
BoneCortical      ,   4.6000e+8,   9.6750e-2,   1.3019e+1,   2.9040e-1,   1.7879e-1,   2.0002e-1,
BoneCortical      ,   4.7000e+8,   9.7671e-2,   1.3000e+1,   2.8735e-1,   1.7515e-1,   1.9795e-1,
BoneCortical      ,   4.8000e+8,   9.8598e-2,   1.2981e+1,   2.8444e-1,   1.7165e-1,   1.9591e-1,
BoneCortical      ,   4.9000e+8,   9.9531e-2,   1.2963e+1,   2.8166e-1,   1.6830e-1,   1.9390e-1,
BoneCortical      ,   5.0000e+8,   1.0047e-1,   1.2946e+1,   2.7901e-1,   1.6507e-1,   1.9192e-1,
BoneCortical      ,   5.1000e+8,   1.0141e-1,   1.2929e+1,   2.7648e-1,   1.6197e-1,   1.8998e-1,
BoneCortical      ,   5.2000e+8,   1.0237e-1,   1.2912e+1,   2.7406e-1,   1.5899e-1,   1.8806e-1,
BoneCortical      ,   5.3000e+8,   1.0332e-1,   1.2895e+1,   2.7175e-1,   1.5611e-1,   1.8617e-1,
BoneCortical      ,   5.4000e+8,   1.0429e-1,   1.2879e+1,   2.6953e-1,   1.5333e-1,   1.8431e-1,
BoneCortical      ,   5.5000e+8,   1.0526e-1,   1.2864e+1,   2.6742e-1,   1.5066e-1,   1.8248e-1,
BoneCortical      ,   5.6000e+8,   1.0623e-1,   1.2849e+1,   2.6539e-1,   1.4807e-1,   1.8067e-1,
BoneCortical      ,   5.7000e+8,   1.0721e-1,   1.2834e+1,   2.6345e-1,   1.4558e-1,   1.7889e-1,
BoneCortical      ,   5.8000e+8,   1.0820e-1,   1.2819e+1,   2.6160e-1,   1.4317e-1,   1.7713e-1,
BoneCortical      ,   5.9000e+8,   1.0920e-1,   1.2805e+1,   2.5982e-1,   1.4083e-1,   1.7540e-1,
BoneCortical      ,   6.0000e+8,   1.1020e-1,   1.2791e+1,   2.5812e-1,   1.3858e-1,   1.7370e-1,
BoneCortical      ,   6.1000e+8,   1.1121e-1,   1.2777e+1,   2.5648e-1,   1.3639e-1,   1.7201e-1,
BoneCortical      ,   6.2000e+8,   1.1222e-1,   1.2763e+1,   2.5492e-1,   1.3428e-1,   1.7035e-1,
BoneCortical      ,   6.3000e+8,   1.1324e-1,   1.2750e+1,   2.5342e-1,   1.3223e-1,   1.6871e-1,
BoneCortical      ,   6.4000e+8,   1.1427e-1,   1.2737e+1,   2.5198e-1,   1.3024e-1,   1.6709e-1,
BoneCortical      ,   6.5000e+8,   1.1530e-1,   1.2724e+1,   2.5061e-1,   1.2831e-1,   1.6550e-1,
BoneCortical      ,   6.6000e+8,   1.1635e-1,   1.2711e+1,   2.4928e-1,   1.2644e-1,   1.6392e-1,
BoneCortical      ,   6.7000e+8,   1.1739e-1,   1.2699e+1,   2.4802e-1,   1.2462e-1,   1.6237e-1,
BoneCortical      ,   6.8000e+8,   1.1845e-1,   1.2687e+1,   2.4680e-1,   1.2286e-1,   1.6083e-1,
BoneCortical      ,   6.9000e+8,   1.1951e-1,   1.2675e+1,   2.4564e-1,   1.2114e-1,   1.5932e-1,
BoneCortical      ,   7.0000e+8,   1.2058e-1,   1.2663e+1,   2.4452e-1,   1.1948e-1,   1.5782e-1,
BoneCortical      ,   7.1000e+8,   1.2165e-1,   1.2651e+1,   2.4345e-1,   1.1786e-1,   1.5635e-1,
BoneCortical      ,   7.2000e+8,   1.2273e-1,   1.2640e+1,   2.4242e-1,   1.1628e-1,   1.5489e-1,
BoneCortical      ,   7.3000e+8,   1.2382e-1,   1.2628e+1,   2.4144e-1,   1.1474e-1,   1.5345e-1,
BoneCortical      ,   7.4000e+8,   1.2491e-1,   1.2617e+1,   2.4049e-1,   1.1325e-1,   1.5203e-1,
BoneCortical      ,   7.5000e+8,   1.2601e-1,   1.2606e+1,   2.3959e-1,   1.1180e-1,   1.5063e-1,
BoneCortical      ,   7.6000e+8,   1.2712e-1,   1.2595e+1,   2.3872e-1,   1.1038e-1,   1.4925e-1,
BoneCortical      ,   7.7000e+8,   1.2823e-1,   1.2584e+1,   2.3789e-1,   1.0900e-1,   1.4788e-1,
BoneCortical      ,   7.8000e+8,   1.2935e-1,   1.2573e+1,   2.3709e-1,   1.0765e-1,   1.4653e-1,
BoneCortical      ,   7.9000e+8,   1.3048e-1,   1.2563e+1,   2.3633e-1,   1.0634e-1,   1.4520e-1,
BoneCortical      ,   8.0000e+8,   1.3161e-1,   1.2552e+1,   2.3560e-1,   1.0505e-1,   1.4388e-1,
BoneCortical      ,   8.1000e+8,   1.3275e-1,   1.2542e+1,   2.3490e-1,   1.0380e-1,   1.4258e-1,
BoneCortical      ,   8.2000e+8,   1.3390e-1,   1.2532e+1,   2.3423e-1,   1.0258e-1,   1.4130e-1,
BoneCortical      ,   8.3000e+8,   1.3506e-1,   1.2522e+1,   2.3359e-1,   1.0139e-1,   1.4003e-1,
BoneCortical      ,   8.4000e+8,   1.3622e-1,   1.2512e+1,   2.3298e-1,   1.0023e-1,   1.3877e-1,
BoneCortical      ,   8.5000e+8,   1.3738e-1,   1.2502e+1,   2.3239e-1,   9.9093e-2,   1.3754e-1,
BoneCortical      ,   8.6000e+8,   1.3855e-1,   1.2492e+1,   2.3183e-1,   9.7982e-2,   1.3632e-1,
BoneCortical      ,   8.7000e+8,   1.3973e-1,   1.2482e+1,   2.3130e-1,   9.6896e-2,   1.3511e-1,
BoneCortical      ,   8.8000e+8,   1.4092e-1,   1.2473e+1,   2.3079e-1,   9.5835e-2,   1.3391e-1,
BoneCortical      ,   8.9000e+8,   1.4211e-1,   1.2463e+1,   2.3030e-1,   9.4797e-2,   1.3274e-1,
BoneCortical      ,   9.0000e+8,   1.4331e-1,   1.2454e+1,   2.2984e-1,   9.3782e-2,   1.3157e-1,
BoneCortical      ,   9.1000e+8,   1.4452e-1,   1.2444e+1,   2.2940e-1,   9.2788e-2,   1.3042e-1,
BoneCortical      ,   9.2000e+8,   1.4573e-1,   1.2435e+1,   2.2898e-1,   9.1816e-2,   1.2929e-1,
BoneCortical      ,   9.3000e+8,   1.4695e-1,   1.2426e+1,   2.2858e-1,   9.0864e-2,   1.2816e-1,
BoneCortical      ,   9.4000e+8,   1.4817e-1,   1.2417e+1,   2.2820e-1,   8.9933e-2,   1.2706e-1,
BoneCortical      ,   9.5000e+8,   1.4941e-1,   1.2408e+1,   2.2784e-1,   8.9020e-2,   1.2596e-1,
BoneCortical      ,   9.6000e+8,   1.5064e-1,   1.2399e+1,   2.2750e-1,   8.8127e-2,   1.2488e-1,
BoneCortical      ,   9.7000e+8,   1.5189e-1,   1.2390e+1,   2.2718e-1,   8.7251e-2,   1.2381e-1,
BoneCortical      ,   9.8000e+8,   1.5314e-1,   1.2381e+1,   2.2687e-1,   8.6393e-2,   1.2275e-1,
BoneCortical      ,   9.9000e+8,   1.5439e-1,   1.2372e+1,   2.2659e-1,   8.5552e-2,   1.2171e-1,
BoneCortical      ,   1.0000e+9,   1.5566e-1,   1.2363e+1,   2.2632e-1,   8.4728e-2,   1.2068e-1,
BoneCortical      ,   1.0100e+9,   1.5693e-1,   1.2355e+1,   2.2606e-1,   8.3919e-2,   1.1966e-1,
BoneCortical      ,   1.0200e+9,   1.5820e-1,   1.2346e+1,   2.2582e-1,   8.3126e-2,   1.1865e-1,
BoneCortical      ,   1.0300e+9,   1.5948e-1,   1.2338e+1,   2.2560e-1,   8.2349e-2,   1.1765e-1,
BoneCortical      ,   1.0400e+9,   1.6077e-1,   1.2329e+1,   2.2539e-1,   8.1586e-2,   1.1667e-1,
BoneCortical      ,   1.0500e+9,   1.6207e-1,   1.2321e+1,   2.2519e-1,   8.0838e-2,   1.1570e-1,
BoneCortical      ,   1.0600e+9,   1.6337e-1,   1.2312e+1,   2.2501e-1,   8.0103e-2,   1.1473e-1,
BoneCortical      ,   1.0700e+9,   1.6467e-1,   1.2304e+1,   2.2484e-1,   7.9382e-2,   1.1378e-1,
BoneCortical      ,   1.0800e+9,   1.6599e-1,   1.2296e+1,   2.2469e-1,   7.8674e-2,   1.1285e-1,
BoneCortical      ,   1.0900e+9,   1.6731e-1,   1.2287e+1,   2.2455e-1,   7.7979e-2,   1.1192e-1,
BoneCortical      ,   1.1000e+9,   1.6863e-1,   1.2279e+1,   2.2442e-1,   7.7296e-2,   1.1100e-1,
BoneCortical      ,   1.1100e+9,   1.6996e-1,   1.2271e+1,   2.2430e-1,   7.6626e-2,   1.1009e-1,
BoneCortical      ,   1.1200e+9,   1.7130e-1,   1.2263e+1,   2.2419e-1,   7.5967e-2,   1.0920e-1,
BoneCortical      ,   1.1300e+9,   1.7264e-1,   1.2255e+1,   2.2410e-1,   7.5320e-2,   1.0831e-1,
BoneCortical      ,   1.1400e+9,   1.7399e-1,   1.2247e+1,   2.2401e-1,   7.4684e-2,   1.0744e-1,
BoneCortical      ,   1.1500e+9,   1.7535e-1,   1.2239e+1,   2.2394e-1,   7.4059e-2,   1.0657e-1,
BoneCortical      ,   1.1600e+9,   1.7671e-1,   1.2231e+1,   2.2388e-1,   7.3444e-2,   1.0572e-1,
BoneCortical      ,   1.1700e+9,   1.7807e-1,   1.2223e+1,   2.2383e-1,   7.2840e-2,   1.0487e-1,
BoneCortical      ,   1.1800e+9,   1.7945e-1,   1.2215e+1,   2.2378e-1,   7.2246e-2,   1.0403e-1,
BoneCortical      ,   1.1900e+9,   1.8083e-1,   1.2208e+1,   2.2375e-1,   7.1662e-2,   1.0321e-1,
BoneCortical      ,   1.2000e+9,   1.8221e-1,   1.2200e+1,   2.2373e-1,   7.1088e-2,   1.0239e-1,
BoneCortical      ,   1.2100e+9,   1.8360e-1,   1.2192e+1,   2.2371e-1,   7.0523e-2,   1.0158e-1,
BoneCortical      ,   1.2200e+9,   1.8500e-1,   1.2184e+1,   2.2371e-1,   6.9967e-2,   1.0078e-1,
BoneCortical      ,   1.2300e+9,   1.8640e-1,   1.2177e+1,   2.2371e-1,   6.9420e-2,   9.9994e-2,
BoneCortical      ,   1.2400e+9,   1.8781e-1,   1.2169e+1,   2.2373e-1,   6.8881e-2,   9.9213e-2,
BoneCortical      ,   1.2500e+9,   1.8922e-1,   1.2162e+1,   2.2375e-1,   6.8351e-2,   9.8442e-2,
BoneCortical      ,   1.2600e+9,   1.9064e-1,   1.2154e+1,   2.2377e-1,   6.7830e-2,   9.7678e-2,
BoneCortical      ,   1.2700e+9,   1.9207e-1,   1.2146e+1,   2.2381e-1,   6.7317e-2,   9.6924e-2,
BoneCortical      ,   1.2800e+9,   1.9350e-1,   1.2139e+1,   2.2386e-1,   6.6811e-2,   9.6177e-2,
BoneCortical      ,   1.2900e+9,   1.9494e-1,   1.2132e+1,   2.2391e-1,   6.6313e-2,   9.5439e-2,
BoneCortical      ,   1.3000e+9,   1.9638e-1,   1.2124e+1,   2.2397e-1,   6.5823e-2,   9.4710e-2,
BoneCortical      ,   1.3100e+9,   1.9783e-1,   1.2117e+1,   2.2403e-1,   6.5340e-2,   9.3988e-2,
BoneCortical      ,   1.3200e+9,   1.9928e-1,   1.2109e+1,   2.2410e-1,   6.4865e-2,   9.3274e-2,
BoneCortical      ,   1.3300e+9,   2.0074e-1,   1.2102e+1,   2.2418e-1,   6.4396e-2,   9.2569e-2,
BoneCortical      ,   1.3400e+9,   2.0220e-1,   1.2095e+1,   2.2427e-1,   6.3935e-2,   9.1871e-2,
BoneCortical      ,   1.3500e+9,   2.0368e-1,   1.2087e+1,   2.2436e-1,   6.3480e-2,   9.1180e-2,
BoneCortical      ,   1.3600e+9,   2.0515e-1,   1.2080e+1,   2.2446e-1,   6.3032e-2,   9.0498e-2,
BoneCortical      ,   1.3700e+9,   2.0663e-1,   1.2073e+1,   2.2457e-1,   6.2590e-2,   8.9822e-2,
BoneCortical      ,   1.3800e+9,   2.0812e-1,   1.2066e+1,   2.2468e-1,   6.2155e-2,   8.9155e-2,
BoneCortical      ,   1.3900e+9,   2.0961e-1,   1.2059e+1,   2.2480e-1,   6.1726e-2,   8.8494e-2,
BoneCortical      ,   1.4000e+9,   2.1111e-1,   1.2051e+1,   2.2492e-1,   6.1303e-2,   8.7841e-2,
BoneCortical      ,   1.4100e+9,   2.1261e-1,   1.2044e+1,   2.2505e-1,   6.0886e-2,   8.7194e-2,
BoneCortical      ,   1.4200e+9,   2.1412e-1,   1.2037e+1,   2.2518e-1,   6.0474e-2,   8.6555e-2,
BoneCortical      ,   1.4300e+9,   2.1564e-1,   1.2030e+1,   2.2532e-1,   6.0069e-2,   8.5923e-2,
BoneCortical      ,   1.4400e+9,   2.1715e-1,   1.2023e+1,   2.2546e-1,   5.9668e-2,   8.5297e-2,
BoneCortical      ,   1.4500e+9,   2.1868e-1,   1.2016e+1,   2.2561e-1,   5.9274e-2,   8.4678e-2,
BoneCortical      ,   1.4600e+9,   2.2021e-1,   1.2009e+1,   2.2577e-1,   5.8885e-2,   8.4066e-2,
BoneCortical      ,   1.4700e+9,   2.2174e-1,   1.2002e+1,   2.2593e-1,   5.8501e-2,   8.3461e-2,
BoneCortical      ,   1.4800e+9,   2.2328e-1,   1.1995e+1,   2.2609e-1,   5.8122e-2,   8.2861e-2,
BoneCortical      ,   1.4900e+9,   2.2483e-1,   1.1988e+1,   2.2626e-1,   5.7748e-2,   8.2269e-2,
BoneCortical      ,   1.5000e+9,   2.2638e-1,   1.1981e+1,   2.2643e-1,   5.7379e-2,   8.1682e-2,
BoneCortical      ,   1.5100e+9,   2.2794e-1,   1.1974e+1,   2.2661e-1,   5.7015e-2,   8.1102e-2,
BoneCortical      ,   1.5200e+9,   2.2950e-1,   1.1967e+1,   2.2679e-1,   5.6656e-2,   8.0528e-2,
BoneCortical      ,   1.5300e+9,   2.3106e-1,   1.1960e+1,   2.2698e-1,   5.6301e-2,   7.9960e-2,
BoneCortical      ,   1.5400e+9,   2.3264e-1,   1.1953e+1,   2.2717e-1,   5.5951e-2,   7.9398e-2,
BoneCortical      ,   1.5500e+9,   2.3421e-1,   1.1947e+1,   2.2736e-1,   5.5605e-2,   7.8841e-2,
BoneCortical      ,   1.5600e+9,   2.3579e-1,   1.1940e+1,   2.2756e-1,   5.5264e-2,   7.8291e-2,
BoneCortical      ,   1.5700e+9,   2.3738e-1,   1.1933e+1,   2.2776e-1,   5.4927e-2,   7.7747e-2,
BoneCortical      ,   1.5800e+9,   2.3897e-1,   1.1926e+1,   2.2797e-1,   5.4594e-2,   7.7208e-2,
BoneCortical      ,   1.5900e+9,   2.4057e-1,   1.1919e+1,   2.2818e-1,   5.4266e-2,   7.6674e-2,
BoneCortical      ,   1.6000e+9,   2.4217e-1,   1.1913e+1,   2.2839e-1,   5.3941e-2,   7.6146e-2,
BoneCortical      ,   1.6100e+9,   2.4378e-1,   1.1906e+1,   2.2861e-1,   5.3621e-2,   7.5624e-2,
BoneCortical      ,   1.6200e+9,   2.4539e-1,   1.1899e+1,   2.2883e-1,   5.3304e-2,   7.5107e-2,
BoneCortical      ,   1.6300e+9,   2.4700e-1,   1.1892e+1,   2.2905e-1,   5.2991e-2,   7.4595e-2,
BoneCortical      ,   1.6400e+9,   2.4863e-1,   1.1886e+1,   2.2928e-1,   5.2682e-2,   7.4089e-2,
BoneCortical      ,   1.6500e+9,   2.5025e-1,   1.1879e+1,   2.2951e-1,   5.2377e-2,   7.3588e-2,
BoneCortical      ,   1.6600e+9,   2.5188e-1,   1.1872e+1,   2.2974e-1,   5.2076e-2,   7.3092e-2,
BoneCortical      ,   1.6700e+9,   2.5352e-1,   1.1866e+1,   2.2998e-1,   5.1778e-2,   7.2601e-2,
BoneCortical      ,   1.6800e+9,   2.5516e-1,   1.1859e+1,   2.3022e-1,   5.1483e-2,   7.2115e-2,
BoneCortical      ,   1.6900e+9,   2.5681e-1,   1.1852e+1,   2.3046e-1,   5.1192e-2,   7.1634e-2,
BoneCortical      ,   1.7000e+9,   2.5846e-1,   1.1846e+1,   2.3070e-1,   5.0904e-2,   7.1157e-2,
BoneCortical      ,   1.7100e+9,   2.6011e-1,   1.1839e+1,   2.3095e-1,   5.0620e-2,   7.0686e-2,
BoneCortical      ,   1.7200e+9,   2.6177e-1,   1.1833e+1,   2.3120e-1,   5.0339e-2,   7.0219e-2,
BoneCortical      ,   1.7300e+9,   2.6343e-1,   1.1826e+1,   2.3145e-1,   5.0061e-2,   6.9757e-2,
BoneCortical      ,   1.7400e+9,   2.6510e-1,   1.1820e+1,   2.3171e-1,   4.9787e-2,   6.9300e-2,
BoneCortical      ,   1.7500e+9,   2.6678e-1,   1.1813e+1,   2.3197e-1,   4.9515e-2,   6.8847e-2,
BoneCortical      ,   1.7600e+9,   2.6846e-1,   1.1806e+1,   2.3223e-1,   4.9247e-2,   6.8399e-2,
BoneCortical      ,   1.7700e+9,   2.7014e-1,   1.1800e+1,   2.3249e-1,   4.8981e-2,   6.7955e-2,
BoneCortical      ,   1.7800e+9,   2.7183e-1,   1.1793e+1,   2.3276e-1,   4.8719e-2,   6.7515e-2,
BoneCortical      ,   1.7900e+9,   2.7352e-1,   1.1787e+1,   2.3303e-1,   4.8459e-2,   6.7080e-2,
BoneCortical      ,   1.8000e+9,   2.7522e-1,   1.1781e+1,   2.3330e-1,   4.8202e-2,   6.6649e-2,
BoneCortical      ,   1.8100e+9,   2.7692e-1,   1.1774e+1,   2.3357e-1,   4.7949e-2,   6.6223e-2,
BoneCortical      ,   1.8200e+9,   2.7862e-1,   1.1768e+1,   2.3385e-1,   4.7697e-2,   6.5800e-2,
BoneCortical      ,   1.8300e+9,   2.8033e-1,   1.1761e+1,   2.3413e-1,   4.7449e-2,   6.5382e-2,
BoneCortical      ,   1.8400e+9,   2.8205e-1,   1.1755e+1,   2.3441e-1,   4.7203e-2,   6.4968e-2,
BoneCortical      ,   1.8500e+9,   2.8377e-1,   1.1748e+1,   2.3469e-1,   4.6960e-2,   6.4558e-2,
BoneCortical      ,   1.8600e+9,   2.8549e-1,   1.1742e+1,   2.3497e-1,   4.6720e-2,   6.4151e-2,
BoneCortical      ,   1.8700e+9,   2.8722e-1,   1.1736e+1,   2.3526e-1,   4.6482e-2,   6.3749e-2,
BoneCortical      ,   1.8800e+9,   2.8895e-1,   1.1729e+1,   2.3555e-1,   4.6246e-2,   6.3351e-2,
BoneCortical      ,   1.8900e+9,   2.9069e-1,   1.1723e+1,   2.3584e-1,   4.6013e-2,   6.2956e-2,
BoneCortical      ,   1.9000e+9,   2.9243e-1,   1.1716e+1,   2.3613e-1,   4.5783e-2,   6.2566e-2,
BoneCortical      ,   1.9100e+9,   2.9417e-1,   1.1710e+1,   2.3642e-1,   4.5555e-2,   6.2178e-2,
BoneCortical      ,   1.9200e+9,   2.9592e-1,   1.1704e+1,   2.3672e-1,   4.5329e-2,   6.1795e-2,
BoneCortical      ,   1.9300e+9,   2.9768e-1,   1.1697e+1,   2.3702e-1,   4.5106e-2,   6.1416e-2,
BoneCortical      ,   1.9400e+9,   2.9944e-1,   1.1691e+1,   2.3731e-1,   4.4884e-2,   6.1039e-2,
BoneCortical      ,   1.9500e+9,   3.0120e-1,   1.1685e+1,   2.3762e-1,   4.4665e-2,   6.0667e-2,
BoneCortical      ,   1.9600e+9,   3.0296e-1,   1.1679e+1,   2.3792e-1,   4.4449e-2,   6.0298e-2,
BoneCortical      ,   1.9700e+9,   3.0474e-1,   1.1672e+1,   2.3822e-1,   4.4234e-2,   5.9932e-2,
BoneCortical      ,   1.9800e+9,   3.0651e-1,   1.1666e+1,   2.3853e-1,   4.4022e-2,   5.9570e-2,
BoneCortical      ,   1.9900e+9,   3.0829e-1,   1.1660e+1,   2.3883e-1,   4.3812e-2,   5.9212e-2,
BoneCortical      ,   2.0000e+9,   3.1007e-1,   1.1654e+1,   2.3914e-1,   4.3604e-2,   5.8856e-2,
BoneCortical      ,   2.0100e+9,   3.1186e-1,   1.1647e+1,   2.3945e-1,   4.3398e-2,   5.8504e-2,
BoneCortical      ,   2.0200e+9,   3.1365e-1,   1.1641e+1,   2.3977e-1,   4.3193e-2,   5.8156e-2,
BoneCortical      ,   2.0300e+9,   3.1545e-1,   1.1635e+1,   2.4008e-1,   4.2991e-2,   5.7810e-2,
BoneCortical      ,   2.0400e+9,   3.1725e-1,   1.1629e+1,   2.4039e-1,   4.2791e-2,   5.7468e-2,
BoneCortical      ,   2.0500e+9,   3.1905e-1,   1.1622e+1,   2.4071e-1,   4.2593e-2,   5.7129e-2,
BoneCortical      ,   2.0600e+9,   3.2086e-1,   1.1616e+1,   2.4103e-1,   4.2397e-2,   5.6793e-2,
BoneCortical      ,   2.0700e+9,   3.2267e-1,   1.1610e+1,   2.4134e-1,   4.2203e-2,   5.6460e-2,
BoneCortical      ,   2.0800e+9,   3.2449e-1,   1.1604e+1,   2.4166e-1,   4.2010e-2,   5.6130e-2,
BoneCortical      ,   2.0900e+9,   3.2631e-1,   1.1598e+1,   2.4199e-1,   4.1819e-2,   5.5803e-2,
BoneCortical      ,   2.1000e+9,   3.2813e-1,   1.1592e+1,   2.4231e-1,   4.1631e-2,   5.5479e-2,
BoneCortical      ,   2.1100e+9,   3.2996e-1,   1.1585e+1,   2.4263e-1,   4.1443e-2,   5.5159e-2,
BoneCortical      ,   2.1200e+9,   3.3179e-1,   1.1579e+1,   2.4296e-1,   4.1258e-2,   5.4841e-2,
BoneCortical      ,   2.1300e+9,   3.3363e-1,   1.1573e+1,   2.4328e-1,   4.1075e-2,   5.4525e-2,
BoneCortical      ,   2.1400e+9,   3.3547e-1,   1.1567e+1,   2.4361e-1,   4.0893e-2,   5.4213e-2,
BoneCortical      ,   2.1500e+9,   3.3731e-1,   1.1561e+1,   2.4394e-1,   4.0712e-2,   5.3904e-2,
